"회사명","산업단지명","대표업종","생산품","원자재","groups","공장규모","공장규모가중치","종업원수","도로명주소","지번주소","위도","경도","소분류","소분류항목명","중분류","중분류항목명","세탁소와거리","수주업체명","공장별세탁량"
"(주)경은",NA,23239,"세라믹백업테이프","고령토 점토","GSN","소기업",3,25,"경상남도 김해시 진영읍 본산로219번길 74, 외1","경상남도 김해시 진영읍 본산리 478-2",35.2338205977,128.8152878562,232,"내화, 비내화 요업제품 제조업",23,"비금속 광물제품 제조업",2562.62312335402,NA,0
"(주)경은",NA,23239,"세라믹백업테잎",NA,"GSN","소기업",3,19,"경상남도 김해시 진영읍 본산로219번길 74","경상남도 김해시 진영읍 본산리 475-4",35.3049595564,128.9499913277,232,"내화, 비내화 요업제품 제조업",23,"비금속 광물제품 제조업",14621.421651589,NA,0
"(주)경인산업",NA,22211,"압출품","수지","GSN","소기업",3,3,"경상남도 김해시 한림면 퇴래리 145","경상남도 김해시 한림면 퇴래리 145",35.2115963574,128.6398716458,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",17514.6485920896,NA,0
"(주)경일에프비",NA,30399,"자동차부품",NA,"GSN","소기업",3,28,"경상남도 김해시 진영읍 진산대로201번길 46-21","경상남도 김해시 진영읍 진영리 995-2",35.205624298,128.6637527703,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",15373.7504030825,NA,0
"(주)경일정공","김해나전농공단지",31114,"선박부품","철판","GSN","소기업",3,22,"경상남도 김해시 생림면 나전로161번길 69","경상남도 김해시 생림면 나전리 679",35.2998613327,128.9107126132,311,"선박 및 보트 건조업",31,"기타 운송장비 제조업",11789.8043684918,NA,0
"(주)경일폴리며",NA,22212,"필름,비닐봉투",NA,"GSN","소기업",3,10,"경상남도 김해시 한림면 김해대로1099번안길 19","경상남도 김해시 한림면 퇴래리 1078-0",35.3695718095,129.0498118718,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",26166.3912167907,NA,0
"(주)계암",NA,29133,"파이프 가공품",NA,"GSN","소기업",3,9,"경상남도 김해시 한림면 김해대로 1458-32 (한림면)","경상남도 김해시 한림면 신천리 517-2",35.3792166582,129.050322046,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",26911.6668200437,NA,0
"(주)고려산기",NA,31114,"조선기자재","철판","GSN","소기업",3,30,"경상남도 김해시 한림면 한림로343번길 33-9","경상남도 김해시 한림면 장방리 289-11",35.2140611623,128.8286115832,311,"선박 및 보트 건조업",31,"기타 운송장비 제조업",354.639404148897,"고려산기",2949
"(주)고려차량",NA,31201,"화차","금속","GSN","소기업",3,19,"경상남도 김해시 분성로 602 (총 3 필지)","경상남도 김해시 안동 386",35.1927896541,128.6912874645,312,"철도장비 제조업",31,"기타 운송장비 제조업",13071.4898625854,NA,0
"(주)고려휄트",NA,13992,"합성섬유, 재생섬유","폴리에스테르,PP,울,아크릴","GSN","소기업",3,5,"경상남도 김해시 상동면 동북로473번길 59","경상남도 김해시 상동면 매리 184-10",35.242367697,128.5093173633,139,"기타 섬유제품 제조업",13,"섬유제품 제조업; 의복 제외",29543.7104472298,NA,0
"(주)고성",NA,30399,"자동차부품","철판","GSN","소기업",3,7,"경상남도 김해시 생림면 상동로 89","경상남도 김해시 생림면 나전리 295-3",35.2192069185,128.804794217,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",2529.90069892618,NA,0
"(주)고성공업사",NA,31114,"선박구성부품",NA,"GSN","소기업",3,19,"경상남도 김해시 한림면 한림로343번길 33-32","경상남도 김해시 한림면 장방리 287-15",35.2700616607,128.4790878526,311,"선박 및 보트 건조업",31,"기타 운송장비 제조업",32705.9515375667,NA,0
"(주)골프큐앤아이",NA,33309,"골프공","고무","GSN","소기업",3,15,"경상남도 김해시 생림면 나전로 396-79","경상남도 김해시 생림면 사촌리 1-5",35.3644159728,129.0595802641,333,"운동 및 경기용구 제조업",33,"기타 제품 제조업",26484.4891127434,NA,0
"(주)공간파크(김해지점)",NA,33301,"공원체육시설",NA,"GSN","소기업",3,5,"경상남도 김해시 진례면 고모로216번길 168-46","경상남도 김해시 진례면 송현리 901",35.2826913502,128.8167423744,333,"운동 및 경기용구 제조업",33,"기타 제품 제조업",7602.86177899381,NA,0
"(주)광남정밀",NA,25112,"에스컬레이터스텝",NA,"GSN","소기업",3,12,"경상남도 김해시 한림면 병동리 1046","경상남도 김해시 한림면 병동리 1046",34.7312715675,128.0333906267,251,"구조용 금속제품, 탱크 및 증기발생기 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",90579.6808726036,NA,0
"(주)광동",NA,22241,"플라스틱골판지","P.PSHEET","GSN","소기업",3,29,"경상남도 김해시 주촌면 서부로1701번안길 89","경상남도 김해시 주촌면 원지리 1235-2",34.7331030893,128.0319311502,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",90566.2149815664,NA,0
"(주)광동",NA,22299,"시트","플라스틱","GSN","소기업",3,63,"경상남도 김해시 진례면 고모로 388-36 (총 4 필지)","경상남도 김해시 진례면 담안리 535-3",35.3879893336,128.4580714098,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",39046.6929091709,NA,0
"(주)광동산업",NA,22232,"라디에타 탱크(자동차용)","ABS, PP, NYLON6.6","GSN","소기업",3,14,"경상남도 김해시 한림면 김해대로1499번길 37-1 (총 2 필지)","경상남도 김해시 한림면 신천리 121-1",35.225801692,128.9189831988,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",7987.55016471336,NA,0
"(주)광림","김해본산농공단지",29120,"유압냉기시스템",NA,"GSN","중기업",2,56,"경상남도 김해시 진영읍 본산로269번길 62-12","경상남도 김해시 진영읍 본산리 1694",35.3021968649,128.8311314211,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",9636.45314316556,NA,0
"(주)광민사",NA,22241,"냉장고용사출성형","GP.PP","GSN","소기업",3,37,"경상남도 김해시 진례면 진례로 337-27","경상남도 김해시 진례면 청천리 902-1",35.3823543451,129.055759467,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",27511.3064905673,NA,0
"(주)광산기술",NA,29299,"산업기계","산업기계","GSN","소기업",3,13,"경상남도 김해시 한림면 한림로515번길 203-39 (총 5 필지)","경상남도 김해시 한림면 장방리 1080-3",35.1343483077,128.4454651588,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",36355.1786130593,NA,0
"(주)광산휀스철망",NA,25944,"철선제품","철선","GSN","소기업",3,5,"경상남도 김해시 한림면 용덕로199번길 64-28","경상남도 김해시 한림면 용덕리 654",35.2950843696,128.9015573722,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",10868.7364970181,NA,0
"(주)광성기계",NA,29292,"믹싱롤","수지류","GSN","소기업",3,6,"경상남도 김해시 진영읍 서부로 197-15","경상남도 김해시 진영읍 죽곡리 182",35.2072764592,128.6522419863,292,"특수 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",16408.250217545,NA,0
"(주)광성씨앤씨",NA,24199,"강판","철판","GSN","소기업",3,29,"경상남도 김해시 진영읍 죽곡리 201-13","경상남도 김해시 진영읍 죽곡리 201-13",35.3614655741,129.0431979322,241,"1차 철강 제조업",24,"1차 금속 제조업",25125.483863411,NA,0
"(주)광성자이",NA,30399,"산업용기계","코일","GSN","소기업",3,21,"경상남도 김해시 한림면 김해대로927번길 266","경상남도 김해시 한림면 퇴래리 56-9",35.2816467085,128.7214308495,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",12478.1807496984,NA,0
"(주)광성코팅",NA,25923,"전자제품부품",NA,"GSN","소기업",3,15,"경상남도 김해시 한림면 김해대로974번길 130-23","경상남도 김해시 한림면 병동리 671",35.0469308201,127.788141165,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",96972.5350175344,NA,0
"(주)광성푸드",NA,10129,"식육가공","육류","GSN","소기업",3,7,"경상남도 김해시 김해대로2529번길 59 (삼정동)","경상남도 김해시 삼정동 637-1",35.2383550288,128.6318566023,101,"도축, 육류 가공 및 저장 처리업",10,"식료품 제조업",18414.3312257444,NA,0
"(주)광신아이앤피","김해나전농공단지",22241,"프라스틱성형제품","ABS,PP,PE 외","GSN","중기업",2,106,"경상남도 김해시 생림면 나전로161번길 21","경상남도 김해시 생림면 나전리 694",35.2403645253,128.62906492,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",18697.623716202,NA,0
"(주)광신아이앤피",NA,30399,"자동차부품","플라스틱","GSN","소기업",3,12,"경상남도 김해시 생림면 나전로161번길 146","경상남도 김해시 생림면 나전리 669",35.2092837204,128.6688003072,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",14891.1422453271,NA,0
"(주)광신아이앤피","김해나전농공단지",30399,"자동차부품","pp,pe 외","GSN","소기업",3,10,"경상남도 김해시 나전로161번길 151 (생림면)","경상남도 김해시 생림면 나전리 701",35.2605521568,128.184802494,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",59139.2405113092,NA,0
"(주)광신아이앤피","김해나전농공단지",30399,"자동차부품",NA,"GSN","소기업",3,20,"경상남도 김해시 생림면 나전로161번길 175","경상남도 김해시 생림면 나전리 696",35.2559669409,128.183453143,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",59222.3920439132,NA,0
"(주)광신특수금속",NA,24312,"산업용밸브",NA,"GSN","소기업",3,8,"경상남도 김해시 진영읍 서부로378번길 68-15","경상남도 김해시 진영읍 의전리 412",35.190074356,128.2764772875,243,"금속 주조업",24,"1차 금속 제조업",50681.1446465792,NA,0
"(주)광일",NA,22232,"플라스틱성형용기","pp수지","GSN","중기업",2,155,"경상남도 김해시 주촌면 서부로1541번안길 83","경상남도 김해시 주촌면 내삼리 1076-2",35.20888617,128.6402254029,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",17492.4710322061,NA,0
"(주)광진",NA,13213,"직물","직물","GSN","소기업",3,10,"경상남도 김해시 한림면 안곡로 251-3","경상남도 김해시 한림면 안곡리 624-10",35.205624298,128.6637527703,132,"직물 직조 및 직물제품 제조업",13,"섬유제품 제조업; 의복 제외",15373.7504030825,NA,0
"(주)광진기계금속",NA,24312,"주물품","철재","GSN","소기업",3,11,"경상남도 김해시 진영읍 본산로269번길 21 (총 2 필지)","경상남도 김해시 진영읍 본산리 309-11",34.883795839,128.3690921048,243,"금속 주조업",24,"1차 금속 제조업",56016.9336357365,NA,0
"(주)광진사",NA,18119,"기타인쇄물",NA,"GSN","소기업",3,10,"경상남도 김해시 대동면 동남로 67-1","경상남도 김해시 대동면 초정리 32-7",35.2722960917,128.7691133021,181,"인쇄 및 인쇄관련 산업",18,"인쇄 및 기록매체 복제업",8536.58350197043,NA,0
"(주)광해산업",NA,29199,"고무제품외","고무외","GSN","소기업",3,10,"경상남도 김해시 한림면 김해대로1402번길 17","경상남도 김해시 한림면 신천리 745-4",35.3142413604,128.7461976021,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",13475.9765629664,NA,0
"(주)광화",NA,10794,"유부.두부","콩,생산,밀가루등","GSN","중기업",2,91,"경상남도 김해시 진례면 고모로 466 (총 3 필지)","경상남도 김해시 진례면 담안리 153-3",35.3050833165,128.8726572952,107,"기타 식품 제조업",10,"식료품 제조업",10615.7356703448,NA,0
"(주)구림열처리",NA,25921,"볼트,볼트열처리","철판등","GSN","소기업",3,6,"경상남도 김해시 한림면 명동로 21","경상남도 김해시 한림면 명동리 277-1",35.2478484277,128.6222938622,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",19443.2930706139,NA,0
"(주)구보",NA,22299,"중장비 내장재 및 부품","TPE,PE,PP,PC,ABS SHEET,철판,환봉 외","GSN","소기업",3,24,"경상남도 김해시 진영읍 본산1로56번길 60","경상남도 김해시 진영읍 본산리 315-1",35.2759845294,128.1680329357,222,"플라스틱 제품 제조업",22,"고무 및 플라스틱제품 제조업",60820.1000847853,NA,0
"(주)국방기공",NA,25929,"자동차부품","철판","GSN","소기업",3,18,"경상남도 김해시 장유로149번길 16-35 (부곡동)","경상남도 김해시 부곡동 716-2",35.2908902364,128.7620887659,259,"기타 금속 가공제품 제조업",25,"금속 가공제품 제조업; 기계 및 가구 제외",10532.7169402115,NA,0
"(주)국제공업",NA,30399,"자동차휠타부품","철판","GSN","소기업",3,10,"경상남도 김해시 상동면 대감리 206-3","경상남도 김해시 상동면 대감리 206-3",35.3778019518,129.0205707719,303,"자동차 신품 부품 제조업",30,"자동차 및 트레일러 제조업",24869.6144552918,NA,0
"(주)국제스틸1공장",NA,24199,"절단강재",NA,"GSN","소기업",3,5,"경상남도 김해시 진례면 청천리 313","경상남도 김해시 진례면 청천리 313",35.2081098093,128.6547105228,241,"1차 철강 제조업",24,"1차 금속 제조업",16178.8902358806,NA,0
"(주)국제스틸2공장",NA,24199,"절단강재",NA,"GSN","소기업",3,5,"경상남도 김해시 진례면 서부로436번길 5","경상남도 김해시 진례면 청천리 313-7",35.2478484277,128.6222938622,241,"1차 철강 제조업",24,"1차 금속 제조업",19443.2930706139,NA,0
"(주)국제프린테크",NA,18119,"인쇄",NA,"GSN","소기업",3,10,"경상남도 김해시 한림면 안하로 182","경상남도 김해시 한림면 안하리 216-2",35.2369149418,128.8130339852,181,"인쇄 및 인쇄관련 산업",18,"인쇄 및 기록매체 복제업",2960.64963321912,NA,0
"(주)그린레미콘",NA,23322,"레미콘",NA,"GSN","소기업",3,20,"경상남도 김해시 진영읍 본산로 60-60","경상남도 김해시 진영읍 본산리 921-3",35.6127199413,128.43652014,233,"시멘트, 석회, 플라스터 및 그 제품 제조업",23,"비금속 광물제품 제조업",56878.4730900437,NA,0
"(주)그린뱅크",NA,29176,"증류기","철재","GSN","소기업",3,30,"경상남도 김해시 진영읍 진영리 7-11","경상남도 김해시 진영읍 진영리 7-11",35.2897338206,128.7795658269,291,"일반 목적용 기계 제조업",29,"기타 기계 및 장비 제조업",9541.65122673129,NA,0
